frame,time,vehicle_a,vehicle_b,center_a_x,center_a_y,center_b_x,center_b_y,edge_distance,longitudinal_gap,lateral_gap,closest_a_x,closest_a_y,closest_b_x,closest_b_y
36,1.44,2,3,14.047231435046244,4.463345981951736,21.13126876974777,8.601803671399841,4.581864125978517,2.428053324437208,3.8856191170286243,15.387740891491312,5.043789646204174,17.81579421592852,8.929408763232798
37,1.48,0,2,20.93590454309041,8.710733118611298,15.218828560052636,4.180374402518094,4.20284081624764,2.2166323427042016,3.570771903103699,18.276411090405304,8.675072880427267,16.059778747701102,5.104300977323568
38,1.52,0,1,21.003208176936603,8.677168005815494,16.259342423807563,4.010432536499153,3.7952789685136357,1.993532288819802,3.2295466341693855,17.689135001897128,9.008153332095999,15.695602713077326,5.778606697926613
38,1.52,0,2,21.003208176936603,8.677168005815494,16.240631115097084,3.980119988061523,3.81882831599184,2.0059019683526955,3.249585665954947,17.689135001897128,9.008153332095999,15.683233033544433,5.758567666141052
38,1.52,0,3,21.003208176936603,8.677168005815494,21.059064625636644,8.625704475273023,0.0004044606656493306,0.00021100880282531875,0.00034505610440582757,18.39277894066173,8.577860799266764,18.392567931858906,8.577515743162358
38,1.52,1,2,16.259342423807563,4.010432536499153,16.240631115097084,3.980119988061523,0.023549347478204384,0.012369679532890032,0.02003903178556321,14.97951282548576,6.220634163177408,14.96714314595287,6.200595131391845
38,1.52,1,3,16.259342423807563,4.010432536499153,21.059064625636644,8.625704475273023,3.798322771908934,1.9951310962855224,3.232136721773461,16.397436835573384,5.345379021388897,18.392567931858906,8.577515743162358
38,1.52,2,3,16.240631115097084,3.980119988061523,21.059064625636644,8.625704475273023,3.8218721193871383,2.0075007758184142,3.2521757535590234,16.385067156040492,5.325339989603335,18.392567931858906,8.577515743162358
39,1.56,0,2,21.064550539614554,8.63467937994594,17.52518534941123,3.5785898816505384,3.328899653828121,1.7361427754443248,2.84031356869791,18.055664187816728,8.758021200288793,16.319521412372403,5.917707631590883
40,1.6,0,2,21.058979197372423,8.625564715420644,18.54815911338244,3.525841749636411,2.9759556204648954,1.5520695688653632,2.53917150038722,22.660822721024907,5.943116252709213,21.108753152159544,3.4039447523219932
41,1.64,0,2,21.18082451489095,8.541641379571939,19.69777664290483,3.2825886208832262,2.5955721905232867,1.3443134759618616,2.220318957844839,22.98793131036559,5.744738825626744,21.643617834403727,3.524419867781905
42,1.68,0,2,20.99753267689693,8.667887037874651,20.652022655434443,3.1336350227451506,2.228171672766002,1.149591173981971,1.9087140005824859,22.156698027303417,6.250644673054463,21.007106853321446,4.341930672471977
42,1.68,0,3,20.99753267689693,8.667887037874651,20.997618622201678,8.668027581547001,0.0214280636495936,0.011179109469850346,0.01828084853698364,23.677436491192417,8.737460782843536,23.666257381722566,8.719179934306553
42,1.68,2,3,20.652022655434443,3.1336350227451506,20.997618622201678,8.668027581547001,2.2448671759111543,1.1582049640662113,1.9230158342290653,21.64968892410021,3.9549126713985348,22.807893888166422,5.8779285056276
44,1.76,0,2,20.822521642691544,8.815037267447746,22.50716979031926,2.9025997216047057,1.5693975035939802,0.803708079280252,1.3479843647411736,22.624741879487395,6.013421954339926,21.821033800207143,4.665437589598753
44,1.76,0,3,20.822521642691544,8.815037267447746,20.87937519202132,8.762736858904761,0.0004296528407576053,0.00022437015821452633,0.00036641451345964526,18.212347207847635,8.715306443684954,18.21212283768942,8.714940029171494
44,1.76,2,3,22.50716979031926,2.9025997216047057,20.87937519202132,8.762736858904761,1.5778199569808697,0.8080213229415314,1.3552185647779957,21.242239969548706,5.010531561090826,22.050261292490237,6.365750125868821
46,1.84,0,2,20.88500024319928,8.771927144120108,24.76475806580313,2.3407197354490914,1.6747584794346,0.7095041707855252,1.517043109498223,22.689951034957037,5.974218475318379,23.399455205742562,4.457175365820156
46,1.84,0,3,20.88500024319928,8.771927144120108,20.87937519202132,8.762736858904761,0.0,0.0,0.0,22.050261292490237,6.365750125868821,22.050261292490237,6.365750125868821
46,1.84,2,3,24.76475806580313,2.3407197354490914,20.87937519202132,8.762736858904761,2.3373022547911817,1.349193913252325,1.9085747600486656,23.399455205742562,4.457175365820156,22.050261292490237,6.365750125868821
47,1.88,0,2,21.0646365981113,8.63482017085292,25.750557736045025,2.1027286883853495,2.220775507613446,1.499088498209403,1.6384680435553314,22.232098223630366,6.230601356447464,23.73118672183977,4.592133312892132
47,1.88,0,3,21.0646365981113,8.63482017085292,21.064550539614554,8.63467937994594,0.021365108358036195,0.011142684484266141,0.018229329050591048,23.736705264363696,8.692124598543483,23.747847948847962,8.710353927594074
47,1.88,0,4,21.0646365981113,8.63482017085292,25.79295716464586,2.0992505477661725,2.979400222746721,2.187426984502274,2.0228664994938494,22.232098223630366,6.230601356447464,24.41952520813264,4.207734856953614
47,1.88,2,3,25.750557736045025,2.1027286883853495,21.064550539614554,8.63467937994594,1.5058881981376668,0.8704815843919178,1.2288047349049585,23.73118672183977,4.592133312892132,22.86070513744785,5.820938047797091
47,1.88,2,4,25.750557736045025,2.1027286883853495,25.79295716464586,2.0992505477661725,0.01575412728208561,0.007954539307355901,0.01359844957441414,24.411570668825284,4.1941364073792,24.41952520813264,4.207734856953614
47,1.88,3,4,21.064550539614554,8.63467937994594,25.79295716464586,2.0992505477661725,2.243288779385593,1.5588200706847886,1.6132031908434765,22.86070513744785,5.820938047797091,24.41952520813264,4.207734856953614
48,1.92,3,4,21.29570584394702,8.449510384801965,26.68843770644211,1.8975099202004289,2.7570891286420656,2.1989792441524187,1.6631388237495752,23.10254029688129,5.65109261404179,25.30151954103371,3.987953790292215
48,1.92,3,5,21.29570584394702,8.449510384801965,32.31829058772102,11.642029923790416,7.1110003042147785,5.60383257638518,4.3776004594283044,24.61066765996894,8.122675689071402,30.21450023635412,12.500276148499706
48,1.92,4,5,26.68843770644211,1.8975099202004289,32.31829058772102,11.642029923790416,9.82790979073453,4.942000625534462,8.494965607466144,29.161965443254772,1.7421146727270205,34.103966068789234,10.237080280193164
49,1.96,2,3,27.579161073681405,1.6579929986951858,21.17520233492181,8.532435488169746,3.773390296073061,3.1998300400854838,1.9998905072690545,26.17651699051279,3.7264365355533022,22.976686950427307,5.726327042822357
49,1.96,2,4,27.579161073681405,1.6579929986951858,27.55485331084241,1.6786384593200303,0.0031920662568249206,0.0015989321836116233,0.0027627346706065037,25.086868084633544,1.8433163538367219,25.085269152449932,1.8405536191661154
49,1.96,2,5,27.579161073681405,1.6579929986951858,31.92732070039575,11.797363242295852,9.317987930689196,4.666793932942145,8.065105917712668,28.931892739888436,2.1320655550158225,33.59868667283058,10.19717147272849
49,1.96,3,4,21.17520233492181,8.532435488169746,27.55485331084241,1.6786384593200303,2.9920650943181797,2.5311099907860957,1.5955988666265926,22.976686950427307,5.726327042822357,25.507796941213403,4.130728176195764
49,1.96,3,5,21.17520233492181,8.532435488169746,31.92732070039575,11.797363242295852,6.731514799976389,5.217451680702439,4.2534091575860025,24.49431000848432,8.211319187974013,29.71176168918676,12.464728345560015
49,1.96,4,5,27.55485331084241,1.6786384593200303,31.92732070039575,11.797363242295852,9.30330225603473,4.660100447235109,8.052011965268061,28.938586225595472,2.1451595074604284,33.59868667283058,10.19717147272849
50,2.0,2,3,28.420619194715847,1.5055579881142167,21.23570937271898,8.49099397618234,4.495117831835033,3.836729974435393,2.3421330930052378,27.01370738711227,3.5711968570739954,23.176977412676877,5.913329950079233
50,2.0,2,4,28.420619194715847,1.5055579881142167,28.43735588282351,1.5346233722354266,0.027016153022331707,0.013481353854469802,0.023412082828672354,25.927850220901817,1.685468005961881,25.941331574756287,1.7088800887905533
50,2.0,2,5,28.420619194715847,1.5055579881142167,31.729515360301228,11.671081953232758,8.634060141962614,4.3084898089805925,7.482239644714533,28.998575672639145,2.4282523395988944,33.30706548161974,9.910491984313428
50,2.0,3,4,21.23570937271898,8.49099397618234,28.43735588282351,1.5346233722354266,3.744337837266592,3.1959147128271645,1.950947202750787,23.187837899743016,5.931120893039768,26.38375261257018,3.9801736902889813
50,2.0,3,5,21.23570937271898,8.49099397618234,31.729515360301228,11.671081953232758,6.32853978195826,4.879182397443131,4.030383964873495,24.541613348411353,8.148787710554357,29.420795745854484,12.179171675427853
50,2.0,4,5,28.43735588282351,1.5346233722354266,31.729515360301228,11.671081953232758,8.59399684111339,4.288497786619736,7.447520959300789,29.018567695,2.4629710250126386,33.30706548161974,9.910491984313428
51,2.04,3,4,21.24131315480873,8.500173727229859,29.25134197984425,1.3292770504216584,5.293633569342572,4.518289252694153,2.758191181818094,23.32545498020212,6.156556236218425,27.843744232896274,3.3983650544003314
51,2.04,3,5,21.24131315480873,8.500173727229859,31.67527897278648,11.294899699494092,5.883402224774525,4.7325842116682715,3.495292322245742,24.541613348411353,8.148787710554359,29.274197560079624,11.644080032800101
51,2.04,4,5,29.25134197984425,1.3292770504216584,31.67527897278648,11.294899699494092,7.831045887965405,3.8933914528172053,6.794614241776335,29.267947685171073,2.5822802332685555,33.16133913798828,9.37689447504489
52,2.08,3,5,21.24131315480873,8.500173727229859,32.07366607048781,10.237368298327532,5.565006741862026,5.061338056966697,2.3134729542552215,24.541613348411353,8.148787710554359,29.60295140537805,10.46226066480958
53,2.12,0,3,21.241395807189257,8.500309122979479,21.301458172580247,8.458937544894575,0.0003507983643971398,0.00018277973769897926,0.0002994178684554427,22.495649776479553,6.096378496065501,22.495832556217252,6.096677913933957
53,2.12,0,5,21.241395807189257,8.500309122979479,31.50932052588672,10.730977158531518,5.13819548210415,4.402844155521642,2.648776350412472,24.530572355436238,8.130701074563571,28.93341651095788,10.779477424976044
53,2.12,3,5,21.301458172580247,8.458937544894575,31.50932052588672,10.730977158531518,5.490928493392001,4.984985520297485,2.3022195989888896,23.948430990660395,8.477257825987154,28.93341651095788,10.779477424976044
54,2.16,0,3,21.241395807189257,8.500309122979479,21.24131315480873,8.500173727229859,0.02119032626788424,0.011040992975111408,0.018086635990778532,20.04952578016483,10.866157451523076,20.060566773139943,10.884244087513855
54,2.16,0,5,21.241395807189257,8.500309122979479,30.770009462317468,11.516416905065475,5.072514012462637,4.190806365361539,2.857890903214294,23.89042284468318,8.521480556986358,28.081229210044718,11.379371460200652
54,2.16,0,6,21.241395807189257,8.500309122979479,-16.292618652166965,9.88473016484264,31.73127991512958,31.724675927308127,0.647350260355255,18.592368769695334,8.4791376889726,-13.132307157612793,9.126487949327855
54,2.16,3,5,21.24131315480873,8.500173727229859,30.770009462317468,11.516416905065475,4.792238705595247,3.539615861633365,3.230583749646293,24.541613348411353,8.148787710554359,28.081229210044718,11.379371460200652
54,2.16,3,6,21.24131315480873,8.500173727229859,-16.292618652166965,9.88473016484264,31.074536339658103,31.0733201188189,0.27492820542249596,17.941012961206106,8.851559743905359,-13.132307157612793,9.126487949327855
54,2.16,5,6,30.770009462317468,11.516416905065475,-16.292618652166965,9.88473016484264,41.27506588779467,41.21353636765751,2.252883510872797,28.081229210044718,11.379371460200652,-13.132307157612793,9.126487949327855
55,2.2,3,5,21.361100379016854,8.417665111461897,30.19935060063144,11.989390394603172,5.439417600846879,3.7868367518783437,3.9047575150098996,24.017085976998306,8.451273454571432,27.80392272887665,12.356030969581331
55,2.2,3,6,21.361100379016854,8.417665111461897,-13.91143588302791,9.478648138587609,29.454285864037207,29.452164016132123,0.3535399938821424,18.7051147810354,8.384056768352362,-10.747049235096723,8.737596762234505
55,2.2,5,6,30.19935060063144,11.989390394603172,-13.91143588302791,9.478648138587609,38.720414583007226,38.550971963973375,3.6184342073468265,27.80392272887665,12.356030969581331,-10.747049235096723,8.737596762234505
56,2.24,3,5,21.39844686504923,8.340603688595351,29.437181816030098,12.43613767489105,5.350366697460615,2.990099371793633,4.436860325060383,24.05253287561101,8.371611021952402,27.042632247404644,12.808471347012786
56,2.24,3,6,21.39844686504923,8.340603688595351,-11.054434010739689,8.919127424188638,26.51507664106693,26.515028332732268,0.0506141883096749,18.74436085448745,8.3095963552383,-7.770667478244817,8.360210543547975
56,2.24,5,6,29.437181816030098,12.43613767489105,-11.054434010739689,8.919127424188638,35.09633687386115,34.81329972564946,4.448260803464811,27.042632247404644,12.808471347012786,-7.770667478244817,8.360210543547975
57,2.28,3,5,21.696177926320722,8.14880217280453,28.582277507207365,12.499690849746074,4.975260374953203,2.585907141198412,4.250447041862602,23.602594457176988,8.626519434310215,26.1885015983754,12.876966476172816
58,2.32,0,3,21.805472966848697,8.06123346090981,21.696177926320722,8.14880217280453,0.0007568888497157837,0.00039315856851729336,0.0006467666277920614,22.891654985235917,5.784826127878167,22.8912618266674,5.784179361250375
58,2.32,0,5,21.805472966848697,8.06123346090981,27.78871063400046,12.997845645220377,5.029912134368948,2.612739050471138,4.298093848860814,22.783153217050334,9.08305359004285,25.39589226752147,13.381147438903664
58,2.32,3,5,21.696177926320722,8.14880217280453,27.78871063400046,12.997845645220377,4.994029312803613,2.595662355350502,4.266481655199986,22.80022991217097,9.114665783703678,25.39589226752147,13.381147438903664
59,2.36,3,5,21.70164412955992,8.157786953045907,26.805731071279418,13.23566282821529,4.692115088325928,2.438741492869301,4.008551350931336,21.97517333060908,9.616617621978717,24.413914823478382,13.625168972910053
59,2.36,3,7,21.70164412955992,8.157786953045907,34.7826314741838,0.37739675768012204,9.925509984947137,8.479526974483836,5.1588148590821055,24.8856467929976,7.6193505952256455,33.36517376748144,2.46053573614354
59,2.36,5,7,26.805731071279418,13.23566282821529,34.7826314741838,0.37739675768012204,10.206767316052051,5.096062754480418,8.843542471567932,28.26911101300102,11.304078207711472,33.36517376748144,2.46053573614354
60,2.4,0,3,21.696177926320722,8.14880217280453,21.759110344319932,8.118273839163429,0.007310318723948021,0.003798414466004374,0.006246023326097472,24.345518286596107,8.174535909532665,24.341719872130103,8.168289886206567
60,2.4,0,5,21.696177926320722,8.14880217280453,25.988846513946896,13.549516952334848,4.540865752234283,2.360129177367199,3.879336547137184,21.237808626215323,10.065219059893332,23.59793780358252,13.944555607030516
60,2.4,0,6,21.696177926320722,8.14880217280453,-2.3175593759959,7.008131998518566,18.826294418124448,18.780229109375963,1.3161900004374294,19.046837566045337,8.123068436076395,0.2666084566693736,6.806878435638965
60,2.4,0,7,21.696177926320722,8.14880217280453,34.92726304408864,0.6604145696581067,10.649479380069234,9.2377346137588,5.29864796644223,24.345518286596107,8.174535909532665,33.58325290035491,2.8758879430904347
60,2.4,3,5,21.759110344319932,8.118273839163429,25.988846513946896,13.549516952334848,4.548843780551851,2.3635623386753757,3.886586267029287,21.234375464907146,10.057969340001229,23.59793780358252,13.944555607030516
60,2.4,3,6,21.759110344319932,8.118273839163429,-2.3175593759959,7.008131998518566,18.28779623073626,18.209807895617885,1.687123997109821,18.47641635228726,8.494002432748786,0.2666084566693736,6.806878435638965
60,2.4,3,7,21.759110344319932,8.118273839163429,34.92726304408864,0.6604145696581067,9.830600026008241,8.541448564002302,4.866657302487637,25.041804336352605,7.7425452455780714,33.58325290035491,2.8758879430904347
60,2.4,5,6,25.988846513946896,13.549516952334848,-2.3175593759959,7.008131998518566,24.398716451836865,23.331329346913147,7.137677171391551,23.59793780358252,13.944555607030516,0.2666084566693736,6.806878435638965
60,2.4,5,7,25.988846513946896,13.549516952334848,34.92726304408864,0.6604145696581067,10.677480879102884,6.135499151106682,8.738663976282465,27.447753749248225,11.6145519193729,33.58325290035491,2.8758879430904347
60,2.4,6,7,-2.3175593759959,7.008131998518566,34.92726304408864,0.6604145696581067,32.65943413365823,32.06958795841163,6.17901012367355,0.2666084566693736,6.806878435638965,32.336196415081005,0.6278683119654147
61,2.44,0,5,21.52188216629456,8.268726126588664,24.98449009941952,14.087498208545941,4.480698853832138,2.3309886810275025,3.8266374256851527,24.10649199430911,8.321448916779705,26.437480675336612,12.148086342464858
61,2.44,0,6,21.52188216629456,8.268726126588664,-2.4114907747872816,7.272406227682703,18.152682724424274,18.081977549387783,1.6006180047243497,18.877403724859132,8.25247218481691,0.7954261754713472,6.65185418009256
61,2.44,0,7,21.52188216629456,8.268726126588664,35.05886907923551,0.8531766160308535,10.880140208410836,9.514564313272441,5.277358892787256,24.166360607729988,8.284980068360419,33.68092492100243,3.0076211755731626
61,2.44,5,6,24.98449009941952,14.087498208545941,-2.4114907747872816,7.272406227682703,23.165634910607945,21.79937290960746,7.837983258431345,22.594799085078808,14.489837438523905,0.7954261754713472,6.65185418009256
61,2.44,5,7,24.98449009941952,14.087498208545941,35.05886907923551,0.8531766160308535,11.628347196272296,7.287035230612691,9.061874864776229,26.437480675336612,12.148086342464858,33.7245159059493,3.086211477688629
61,2.44,6,7,-2.4114907747872816,7.272406227682703,35.05886907923551,0.8531766160308535,32.19830482117166,31.662595005227075,5.849009394081683,0.7954261754713472,6.65185418009256,32.458021180698424,0.8028447860108762
62,2.48,0,5,21.696177926320722,8.14880217280453,23.87544098063398,14.379936652041195,4.148749576506473,2.1563255685955696,3.5443452273704423,23.16638206180436,8.89190440138865,25.32270763039993,12.436249628759093
62,2.48,0,6,21.696177926320722,8.14880217280453,-1.3846154452577477,7.197539246250184,17.260427950252964,17.195322076871253,1.4977555536661775,19.046837566045337,8.123068436076395,1.8515154891740822,6.625312882410217
62,2.48,0,7,21.696177926320722,8.14880217280453,35.11241323344973,0.9941775269140685,10.648390496457035,9.311607579930662,5.165480078600083,24.345518286596107,8.174535909532665,33.65712586652677,3.009055830932581
62,2.48,5,6,23.87544098063398,14.379936652041195,-1.3846154452577477,7.197539246250184,21.265021754998696,19.635431004883102,8.164006338375982,21.486946494057186,14.789319220786199,1.8515154891740822,6.625312882410217
62,2.48,5,7,23.87544098063398,14.379936652041195,35.11241323344973,0.9941775269140685,12.51573927643462,8.434500443916743,9.246779541940882,25.32270763039993,12.436249628759093,33.75720807431667,3.1894700868182104
62,2.48,6,7,-1.3846154452577477,7.197539246250184,35.11241323344973,0.9941775269140685,31.19574435249882,30.681026130667334,5.643500799660648,1.8515154891740822,6.625312882410217,32.53254161984142,0.981812082749569
63,2.52,0,5,21.64926113301757,8.206396101584751,22.94968314009217,14.53559318724875,3.7668021765527127,1.9584012293664408,3.2176797948363767,22.434011045520926,9.370855960384981,24.392412274887366,12.588535755221358
63,2.52,0,6,21.64926113301757,8.206396101584751,0.04779458905402523,7.044487450103597,15.818426394284918,15.725232143424268,1.7145517276611937,18.99798313708819,8.177975602292758,3.2727509936639234,6.463423874631564
63,2.52,0,7,21.64926113301757,8.206396101584751,35.225734696336154,1.1540190786778382,10.738471005507993,9.390676135692992,5.208642937528161,24.30053912894695,8.234816600876744,33.69121526463994,3.026173663348583
63,2.52,5,6,22.94968314009217,14.53559318724875,0.04779458905402523,7.044487450103597,19.260180577575834,17.289399026730074,8.48712184284723,20.562150020393997,14.950545717478795,3.2727509936639234,6.463423874631564
63,2.52,5,7,22.94968314009217,14.53559318724875,35.225734696336154,1.1540190786778382,13.247000578015506,9.458190774113024,9.27500143366169,24.392412274887366,12.588535755221358,33.85060304900039,3.3135343215596675
63,2.52,6,7,0.04779458905402523,7.044487450103597,35.225734696336154,1.1540190786778382,29.864485597644247,29.392914278184694,5.286217007197774,3.2727509936639234,6.463423874631564,32.66566527184862,1.1772068674337903
64,2.56,0,5,21.64926113301757,8.206396101584751,22.34422217420704,14.668620501565481,3.5621346101625173,1.8519923459573242,3.042848555454766,21.931905989009365,9.676456027091852,23.78389833496669,12.719304582546618
65,2.6,3,5,21.74829054041009,8.100482008332543,20.68221889802379,15.629121364460111,3.5805140638754565,1.5664605751564409,3.219671136636549,20.545401042375488,10.452763821023185,22.11186161753193,13.672434957659734
65,2.6,3,6,21.74829054041009,8.100482008332543,3.7817694892618103,6.177830416097734,12.90452660689692,12.737063686202166,2.0722006663787784,19.10632647886388,8.086383487297791,6.369262792661715,6.014182820919013
65,2.6,5,6,20.68221889802379,15.629121364460111,3.7817694892618103,6.177830416097734,15.59497479555806,11.928258683097301,10.045888893632311,18.297521475759016,16.060071714551324,6.369262792661715,6.014182820919013
66,2.64,1,3,10.416040710711895,4.224993453003114,21.701482837750717,8.157521838230924,7.453874626887954,6.157585930922123,4.2005216886327315,12.87831802050661,3.9045752011481287,19.035903951428732,8.10509688978086
66,2.64,1,5,10.416040710711895,4.224993453003114,20.12840412287533,15.4918235895597,12.755222179487694,6.841342319882639,10.765302044544669,10.902822828713699,5.1600010872417075,17.744165148596338,15.925303131786375
66,2.64,1,6,10.416040710711895,4.224993453003114,4.373069824500627,6.143787357776884,1.6099746281295064,1.358805273007306,0.8635198511141962,8.300194659231048,5.090544072022622,6.941389386223742,5.954063923136818
66,2.64,1,7,10.416040710711895,4.224993453003114,35.54007310672239,1.6545429091714854,20.353624819648815,20.260976265683873,1.9398154707133912,12.87831802050661,3.9045752011481287,33.139294286190484,1.9647597304347375
66,2.64,3,5,21.701482837750717,8.157521838230924,20.12840412287533,15.4918235895597,3.158595395229455,1.0333331289186631,2.9847860083168243,20.522637463450646,10.548835861507012,21.55597059236931,13.533621869823836
66,2.64,3,6,21.701482837750717,8.157521838230924,4.373069824500627,6.143787357776884,12.284308095759611,12.09451456520499,2.151032966644042,19.035903951428732,8.10509688978086,6.941389386223742,5.954063923136818
66,2.64,3,7,21.701482837750717,8.157521838230924,35.54007310672239,1.6545429091714854,10.700316964478057,9.357751713425646,5.189341577712559,24.367061724072702,8.209946786680987,33.72481343749835,3.020605208968428
66,2.64,5,6,20.12840412287533,15.4918235895597,4.373069824500627,6.143787357776884,14.701210002180604,10.802775762372596,9.971239208649557,17.744165148596338,15.925303131786375,6.941389386223742,5.954063923136818
66,2.64,5,7,20.12840412287533,15.4918235895597,35.54007310672239,1.6545429091714854,15.972742759319424,12.449494855193958,10.00692705608921,21.55597059236931,13.533621869823836,34.00546544756327,3.5266948137346263
66,2.64,6,7,4.373069824500627,6.143787357776884,35.54007310672239,1.6545429091714854,26.49990130339379,26.197904899966744,3.9893041927020807,6.941389386223742,5.954063923136818,33.139294286190484,1.9647597304347375
67,2.68,0,1,21.701564081065378,8.15765537759936,7.2791214038746865,5.4449797061639575,9.642156190942385,9.207201581991924,2.863322377779695,19.046837566045337,8.123068436076395,9.839635984053412,5.2597460582967
67,2.68,0,5,21.701564081065378,8.15765537759936,19.210035486384157,15.984675815705714,3.4934520936813684,0.12028498678045096,3.4913806800178584,20.51186633546336,10.531131393948344,20.63215132224381,14.022512073966203
67,2.68,1,5,7.2791214038746865,5.4449797061639575,19.210035486384157,15.984675815705714,13.169674125815698,7.157663326630582,11.054780517169352,9.669347767069334,5.370002948858318,16.827011093699916,16.42478346602767
68,2.72,0,1,21.59658856906053,8.255272505466774,10.258253052273973,4.654725999819595,6.94999938985423,5.5335066495977205,4.205091637269274,18.937861991840798,8.215119752635962,13.404355342243077,4.010028115366688
