frame,time,vehicle_a,vehicle_b,center_a_x,center_a_y,center_b_x,center_b_y,edge_distance,longitudinal_gap,lateral_gap,closest_a_x,closest_a_y,closest_b_x,closest_b_y
326,13.04,1,2,8.899109835274487,15.181126636929097,14.91667491000503,19.629785601321522,5.880257092450798,3.298720034245635,4.867840343415589,11.2719726834831,14.68916941969236,14.570692717728734,19.55700976310795
361,14.44,1,3,-29.58260041524246,17.21596705240272,15.219661048995889,15.707000607186949,42.10256264013239,42.09158824787407,0.9612385956157468,-27.258604486830016,16.52927722087586,14.832983761044055,15.568038625260112
367,14.68,1,3,-38.065480037245365,17.99140005027084,13.331700516212152,17.20041034832433,48.727526941686236,48.72727963692026,0.15524509053230773,-35.75392527270388,17.263928696521724,12.97335436421638,17.108683605989416
375,15.0,1,3,-39.00563349735806,15.723888928163905,13.315169929384478,17.175073031384734,49.706468644848655,49.66200919442956,2.101872477986289,-36.69282145732138,15.000424715184872,12.969187737108182,17.10229719317116
376,15.04,1,3,-48.16610135309422,18.063477684179897,13.315169929384478,17.175073031384734,58.83833894881655,58.83803300179754,0.18974386737280824,-45.86884526468936,17.29204106054397,12.969187737108182,17.10229719317116
377,15.08,1,3,-44.02143026582788,16.625408959074484,13.298614013385084,17.149696891065283,54.68240825447066,54.66923890799689,1.2000373864841158,-41.716607086888104,15.8768836663676,12.952631821108787,17.076921052851716
581,23.24,6,7,23.194347227702444,-10.61618226481254,-4.649045877732078,-0.6835199923747088,26.83589248015847,24.94571398069862,9.893254226987365,20.787251864616753,-10.294573494765766,-4.158462116081869,-0.4013192677784004
607,24.28,10,11,32.3840219068522,-3.8561416568217406,32.367729171585026,-3.839900652669636,0.34357502539438994,0.16670959750491932,0.3004192207141605,29.97992425422828,-3.5514869725508795,29.81321465672336,-3.85190619326504
608,24.32,10,11,32.53673930953086,-3.4895797894350484,32.55060786010306,-3.5103439030158268,0.3384445024850411,0.16423727630600737,0.29592363598389904,29.982290475200262,-3.5014744428684907,30.14652775150627,-3.2055508068845917
609,24.36,10,11,32.75229564813678,-3.16967172524465,32.75171555010063,-3.14793756041212,0.3312124564036633,0.16071102732885478,0.2896094904726927,30.348206756865583,-2.864947911166357,30.187495729536728,-3.1545574016390496
609,24.36,10,12,32.75229564813678,-3.16967172524465,-7.455098086989915,-8.82758882107804,37.707674886666126,37.28454989639565,5.633035095017071,30.348206756865583,-2.864947911166357,-6.936343139530067,-8.497983006183429
609,24.36,10,13,32.75229564813678,-3.16967172524465,22.771479667408588,26.74777907996856,28.899611865291202,8.401685383900485,27.651387825467875,31.221558046925423,-1.2910173141733357,22.819872663024938,26.36037051129454
609,24.36,11,12,32.75171555010063,-3.14793756041212,-7.455098086989915,-8.82758882107804,36.9032107685116,36.458357526835556,5.712716645399454,29.522014387305486,-2.7852663607839743,-6.936343139530067,-8.497983006183429
609,24.36,11,13,32.75171555010063,-3.14793756041212,22.771479667408588,26.74777907996856,28.097569037969823,7.915192624251759,26.959657111403903,30.735065287276697,-0.5992866001093615,22.819872663024938,26.36037051129454
609,24.36,12,13,-7.455098086989915,-8.82758882107804,22.771479667408588,26.74777907996856,45.76654162963609,29.33544513774107,35.12844988478423,-6.936343139530067,-8.497983006183429,22.399101998211002,26.630466878600803
610,24.4,10,11,33.00844458875844,-2.7534002326779192,33.008521305152684,-2.7532619576985393,0.3498418691204435,0.1697240085694247,0.3059135405712068,34.539290110248466,-4.63196670457449,34.36956610167904,-4.9378802451456965
613,24.52,12,14,-5.749844164657398,-10.199467148896703,17.272174132773657,34.37531982829719,49.0058115785976,22.818694095203874,43.36907617492582,-5.676231645847004,-9.631434064412183,17.14246244935687,33.73764211051364
